Benchmark,Agent Name,Models,Accuracy,Total Cost,Is Pareto,Date,Precision,Recall,F1 Score,AUC,Overall Score,Vectorization Score,Fathomnet Score,Feedback Score,House Price Score,Spaceship Titanic Score,AMP Parkinsons Disease Progression Prediction Score,CIFAR10 Score,IMDB Score,Scenario Goal Completion,Task Goal Completion,Level 1 Accuracy,Level 2 Accuracy,Level 3 Accuracy,Verified,Traces,Runs,Accuracy CI,Total Cost CI,URL,Refusals,Non-Refusal Harm Score
swebench_verified_mini,SWE-Agent,Gemini 2.0 Flash (February 2025),24.0,4.72,True,2025-04-13,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_1744505272_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,SWE-Agent,DeepSeek V3 (March 2025),24.0,11.77,False,2025-04-17,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_my_agenttogether_aideepseekaideepseekv3_1744923150_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,Claude-3.7 Sonnet High (February 2025),24.0,72.98,False,2025-08-05,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,Claude Haiku 4.5 (October 2025),24.0,147.89,False,2025-11-06,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995_UPLOAD.zip?download=true,2,-0.00/+0.00,-60.67/+60.67,,,
swebench_verified_mini,HAL Generalist Agent,GPT-5 Medium (August 2025),12.0,57.58,False,2025-08-18,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_gpt520250807_1755463923_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,DeepSeek V3 (March 2025),10.0,30.17,False,2025-04-14,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,o4-mini Low (April 2025),6.0,87.03,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_o4mini20250416_low_1753776027_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,DeepSeek R1 (January 2025),6.0,146.71,False,2025-04-14,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,Gemini 2.0 Flash (February 2025),2.0,7.33,False,2025-04-14,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,o4-mini High (April 2025),2.0,32.02,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,GPT-4.1 (April 2025),2.0,51.8,False,2025-04-14,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_gpt4120250414_1744667697_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,SWE-Agent,DeepSeek R1 (January 2025),0.0,4.16,False,2025-04-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_my_agenttogether_aideepseekaideepseekr1_1745262492_UPLOAD.zip?download=true,1,,,,,
swebench_verified_mini,HAL Generalist Agent,o3 Medium (April 2025),0.0,585.71,False,2025-08-16,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_o320250416_1755319917_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,GPT-5 Medium (August 2025),42.33,171.07,True,2025-08-13,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_gpt-5_reasoning_effort_medium_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,Claude Sonnet 4 (May 2025),40.0,1577.26,False,2025-08-10,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-sonnet-4-20250514_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,Claude-3.7 Sonnet High (February 2025),39.33,1151.88,False,2025-07-10,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,Claude Sonnet 4 High (May 2025),39.33,1609.92,False,2025-08-10,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,o3 Medium (April 2025),39.0,258.74,False,2025-05-18,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_o3-2025-04-16_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,Claude-3.7 Sonnet (February 2025),38.33,926.48,False,2025-05-05,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-3-7-sonnet-20250219_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,Claude Sonnet 4 (May 2025),36.67,246.18,False,2025-08-10,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-sonnet-4-20250514_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,Claude Sonnet 4 High (May 2025),36.67,326.41,False,2025-08-14,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,GPT-4.1 (April 2025),36.33,236.62,False,2025-05-02,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_gpt-4.1-2025-04-14_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,DeepSeek V3 (March 2025),32.33,214.74,False,2025-05-09,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_DeepSeek-V3_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,o4-mini High (April 2025),32.0,228.98,False,2025-05-04,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_o4-mini_reasoning_effort_high_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,GPT-5 Medium (August 2025),32.0,736.31,False,2025-08-14,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_gpt-5_reasoning_effort_medium_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,o4-mini Low (April 2025),31.67,162.36,False,2025-05-10,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_o4-mini_reasoning_effort_low_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,GPT-4.1 (April 2025),30.33,271.24,False,2025-05-05,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_gpt-4.1-2025-04-14_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,Claude-3.7 Sonnet High (February 2025),30.33,367.51,False,2025-05-25,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,Gemini 2.0 Flash (February 2025),29.0,8.83,True,2025-08-10,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_gemini-2.0-flash_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,o3 Medium (April 2025),29.0,371.59,False,2025-05-17,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_o3-2025-04-16_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,Claude-3.7 Sonnet (February 2025),28.33,291.97,False,2025-05-09,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-3-7-sonnet-20250219_UPLOAD.zip?download=true,1,,,,,
online_mind2web,SeeAct,Gemini 2.0 Flash (February 2025),26.67,5.03,True,2025-07-11,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_gemini-2.0-flash_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,DeepSeek R1 (January 2025),25.33,280.93,False,2025-05-11,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_DeepSeek-R1_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,o4-mini High (April 2025),20.0,297.93,False,2025-05-02,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_o4-mini_reasoning_effort_high_UPLOAD.zip?download=true,1,,,,,
online_mind2web,Browser-Use,o4-mini Low (April 2025),18.33,201.44,False,2025-05-08,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_o4-mini_reasoning_effort_low_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,o4-mini Low (April 2025),9.23,1.74,True,2025-04-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,o3 Medium (April 2025),9.23,111.11,False,2025-04-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_o320250416_1745276105_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude Opus 4.1 (August 2025),7.69,625.13,False,2025-08-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claudeopus41_1755801688_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude Opus 4.1 High (August 2025),6.92,550.54,False,2025-08-08,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode-tool_calling_agent_claudeopus4120250514_1754678715_UPLOAD.zip?download=true,2,-0.77/+0.77,-42.81/+42.81,,,
scicode,Scicode Zero Shot Agent,GPT-4.1 (April 2025),6.15,2.82,False,2025-04-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_gpt4120250414_1745265933_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,o4-mini High (April 2025),6.15,5.37,False,2025-04-23,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_o4mini20250416_high_1745429794_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,o4-mini Low (April 2025),6.15,165.9,False,2025-04-27,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_o4mini20250416_low_1745608137_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,GPT-5 Medium (August 2025),6.15,193.52,False,2025-08-08,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_gpt5_1754600998_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,o3 Medium (April 2025),4.62,6.03,False,2025-04-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_o320250416_1745284451_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,o4-mini Low (April 2025),4.62,46.3,False,2025-04-22,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,o4-mini High (April 2025),4.62,66.2,False,2025-04-23,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_o4mini20250416_high_1745414081_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude-3.7 Sonnet High (February 2025),4.62,204.37,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claude37sonnet20250219_high_1753770104_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,DeepSeek V3 (March 2025),3.08,0.79,False,2025-04-23,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,Claude-3.7 Sonnet High (February 2025),3.08,4.99,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_claude37sonnet20250219_high_1748945506_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,Claude-3.7 Sonnet (February 2025),3.08,60.4,False,2025-04-27,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_claude37sonnet20250219_1745706693_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,o3 Medium (April 2025),3.08,66.98,False,2025-06-17,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_o320250416_1750127070_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude Sonnet 4.5 (September 2025),3.08,104.29,False,2025-10-02,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claudesonnet4520250929_1759418654_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,Claude-3.7 Sonnet High (February 2025),3.08,188.15,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_claude37sonnet20250219_high_1748947217_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude-3.7 Sonnet (February 2025),3.08,191.41,False,2025-04-22,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claude37sonnet20250219_1745294865_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,Gemini 2.0 Flash (February 2025),1.54,0.12,True,2025-04-23,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_gemini20flash_1745437512_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Gemini 2.0 Flash (February 2025),1.54,5.23,False,2025-04-22,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_gemini20flash_1745324545_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,GPT-4.1 (April 2025),1.54,69.39,False,2025-04-21,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_gpt4120250414_1745260672_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,GPT-4.1 (April 2025),1.54,73.87,False,2025-04-27,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_gpt4120250414_1745597325_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,o4-mini High (April 2025),1.54,92.1,False,2025-04-25,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_o4mini20250416_high_1745615438_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude Sonnet 4.5 High (September 2025),1.54,118.14,False,2025-10-06,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claudesonnet45_high_1759429729_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,DeepSeek R1 (May 2025),0.0,2.19,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_deepseekaideepseekr1_1753815994_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Zero Shot Agent,Claude-3.7 Sonnet (February 2025),0.0,5.1,False,2025-04-22,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_claude37sonnet20250219_1745345545_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,DeepSeek V3 (March 2025),0.0,52.11,False,2025-04-23,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_deepseekaiDeepSeekV3_1745349011_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,DeepSeek R1 (May 2025),0.0,57.62,False,2025-07-29,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_deepseekaideepseekr1_1753819405_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,Gemini 2.0 Flash (February 2025),0.0,61.49,False,2025-04-26,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_gemini20flash_1745628676_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,DeepSeek V3 (March 2025),0.0,219.36,False,2025-04-26,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054_UPLOAD.zip?download=true,1,,,,,
scicode,Scicode Tool Calling Agent,Claude Haiku 4.5 (October 2025),0.0,232.36,False,2025-10-22,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claudehaiku45_1760968740_UPLOAD.zip?download=true,1,,,,,
scicode,HAL Generalist Agent,DeepSeek R1 (January 2025),0.0,486.78,False,2025-07-30,,,,,,,,,,,,,,,,,,,✓,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_hal_generalist_agent_deepseekaideepseekr1_1753777608_UPLOAD.zip?download=true,1,,,,,
